"id","__typename","createdAt","description","location","name","updatedAt"
"891c5676-780f-42ad-b6b4-88f1dcc4ea29","Facilities","2023-12-21T22:59:49.845Z","Planta principal","Rionegro","Auralac","2023-12-21T22:59:49.845Z"
